	TreeNum	Phytochemical	Count	Disease Header	Association
1725	C12.777.419	D012431	1	Kidney Diseases	Positive
7964	C12.777.419.135	D009020	1	Diabetes Insipidus	Positive
3774	C12.777.419.192	C056165	1	Diabetic Nephropathies	Positive
3775	C12.777.419.192	D003474	1	Diabetic Nephropathies	Positive
3776	C12.777.419.192	C021730	1	Diabetic Nephropathies	Positive
3777	C12.777.419.192	C003466	1	Diabetic Nephropathies	Positive
4539	C12.777.419.331	D000241	1	Hypertension, Renal	Positive
8019	C12.777.419.393	C005273	1	Kidney Cortex Necrosis	Positive
6355	C12.777.419.473	C445979	1	Kidney Neoplasms	Positive
6356	C12.777.419.473	C059006	1	Kidney Neoplasms	Positive
7830	C12.777.419.570	C008324	1	Nephritis	Positive
7831	C12.777.419.570	C040015	1	Nephritis	Positive
7832	C12.777.419.570.363	C008324	1	Glomerulonephritis	Positive
7874	C12.777.419.600	D008715	1	Nephrolithiasis	Positive
7875	C12.777.419.600.500	D008715	1	Kidney Calculi	Positive
4919	C12.777.419.630	C038491	1	Nephrosis	Positive
4920	C12.777.419.630.643	C038491	1	Nephrotic Syndrome	Positive
1822	C12.777.419.780	D003474	2	Renal Insufficiency	Positive
1832	C12.777.419.780	D011794	2	Renal Insufficiency	Positive
1833	C12.777.419.780	D013936	2	Renal Insufficiency	Positive
1821	C12.777.419.780	C009135	1	Renal Insufficiency	Positive
1823	C12.777.419.780	D004298	1	Renal Insufficiency	Positive
1824	C12.777.419.780	C045651	1	Renal Insufficiency	Positive
1825	C12.777.419.780	C007768	1	Renal Insufficiency	Positive
1826	C12.777.419.780	D005707	1	Renal Insufficiency	Positive
1827	C12.777.419.780	D019695	1	Renal Insufficiency	Positive
1828	C12.777.419.780	D006569	1	Renal Insufficiency	Positive
1829	C12.777.419.780	D008353	1	Renal Insufficiency	Positive
1830	C12.777.419.780	C005273	1	Renal Insufficiency	Positive
1831	C12.777.419.780	C005274	1	Renal Insufficiency	Positive
1845	C12.777.419.780.050	D011794	2	Acute Kidney Injury	Positive
1834	C12.777.419.780.050	C009135	1	Acute Kidney Injury	Positive
1835	C12.777.419.780.050	D003474	1	Acute Kidney Injury	Positive
1836	C12.777.419.780.050	D004298	1	Acute Kidney Injury	Positive
1837	C12.777.419.780.050	C045651	1	Acute Kidney Injury	Positive
1838	C12.777.419.780.050	C007768	1	Acute Kidney Injury	Positive
1839	C12.777.419.780.050	D005707	1	Acute Kidney Injury	Positive
1840	C12.777.419.780.050	D019695	1	Acute Kidney Injury	Positive
1841	C12.777.419.780.050	D006569	1	Acute Kidney Injury	Positive
1842	C12.777.419.780.050	D008353	1	Acute Kidney Injury	Positive
1843	C12.777.419.780.050	C005273	1	Acute Kidney Injury	Positive
1844	C12.777.419.780.050	C005274	1	Acute Kidney Injury	Positive
1846	C12.777.419.780.050	D013936	1	Acute Kidney Injury	Positive
8020	C12.777.419.780.050.500	C005273	1	Kidney Tubular Necrosis, Acute	Positive
8021	C12.777.419.780.050.500	D011794	1	Kidney Tubular Necrosis, Acute	Positive
6760	C12.777.419.780.750	D003474	1	Renal Insufficiency, Chronic	Positive
6761	C12.777.419.780.750.500	D003474	1	Kidney Failure, Chronic	Positive
8418	C12.777.419.815	C003466	1	Renal Tubular Transport, Inborn Errors	Positive
8419	C12.777.419.815.450	C003466	1	Fanconi Syndrome	Positive
6044	C12.777.829	D003474	2	Urinary Bladder Diseases	Positive
6049	C12.777.829	D011794	2	Urinary Bladder Diseases	Positive
6042	C12.777.829	D001599	1	Urinary Bladder Diseases	Positive
6043	C12.777.829	D002392	1	Urinary Bladder Diseases	Positive
6045	C12.777.829	D004610	1	Urinary Bladder Diseases	Positive
6046	C12.777.829	C045856	1	Urinary Bladder Diseases	Positive
6047	C12.777.829	C541528	1	Urinary Bladder Diseases	Positive
6048	C12.777.829	D009020	1	Urinary Bladder Diseases	Positive
6050	C12.777.829	C065299	1	Urinary Bladder Diseases	Positive
6051	C12.777.829	D014498	1	Urinary Bladder Diseases	Positive
6052	C12.777.829.495	D001599	1	Cystitis	Positive
6053	C12.777.829.495	D002392	1	Cystitis	Positive
6054	C12.777.829.495	D003474	1	Cystitis	Positive
6055	C12.777.829.495	D011794	1	Cystitis	Positive
7093	C12.777.829.813	D003474	1	Urinary Bladder Neoplasms	Positive
7094	C12.777.829.813	D004610	1	Urinary Bladder Neoplasms	Positive
7095	C12.777.829.813	C541528	1	Urinary Bladder Neoplasms	Positive
7096	C12.777.829.813	D011794	1	Urinary Bladder Neoplasms	Positive
7097	C12.777.829.813	D014498	1	Urinary Bladder Neoplasms	Positive
7934	C12.777.829.866	D009020	1	Urinary Bladder, Overactive	Positive
3503	C12.777.934	D003474	2	Urination Disorders	Positive
3509	C12.777.934	D011794	2	Urination Disorders	Positive
3510	C12.777.934	C003466	2	Urination Disorders	Positive
3502	C12.777.934	C056165	1	Urination Disorders	Positive
3504	C12.777.934	D004298	1	Urination Disorders	Positive
3505	C12.777.934	D004610	1	Urination Disorders	Positive
3506	C12.777.934	D000431	1	Urination Disorders	Positive
3507	C12.777.934	C045856	1	Urination Disorders	Positive
3508	C12.777.934	D009020	1	Urination Disorders	Positive
7338	C12.777.934.600	D004298	1	Oliguria	Positive
8305	C12.777.934.616	D011794	1	Polyuria	Positive
3512	C12.777.934.734	D003474	2	Proteinuria	Positive
3517	C12.777.934.734	C003466	2	Proteinuria	Positive
3511	C12.777.934.734	C056165	1	Proteinuria	Positive
3513	C12.777.934.734	D004610	1	Proteinuria	Positive
3514	C12.777.934.734	D000431	1	Proteinuria	Positive
3515	C12.777.934.734	C045856	1	Proteinuria	Positive
3516	C12.777.934.734	D011794	1	Proteinuria	Positive
3518	C12.777.934.734.269	C056165	1	Albuminuria	Positive
3519	C12.777.934.734.269	D003474	1	Albuminuria	Positive
3520	C12.777.934.734.269	C003466	1	Albuminuria	Positive
7856	C12.777.967	D008715	2	Urolithiasis	Positive
7857	C12.777.967.249	D008715	1	Nephrolithiasis	Positive
7858	C12.777.967.249.500	D008715	1	Kidney Calculi	Positive
7864	C12.777.967.500	D008715	1	Urinary Calculi	Positive
7865	C12.777.967.500.503	D008715	1	Kidney Calculi	Positive
1428	C13	D003474	12	Female Urogenital Diseases and Pregnancy Complications	Positive
1459	C13	D011794	10	Female Urogenital Diseases and Pregnancy Complications	Positive
1440	C13	D019833	8	Female Urogenital Diseases and Pregnancy Complications	Positive
1455	C13	C005274	5	Female Urogenital Diseases and Pregnancy Complications	Positive
1464	C13	C003466	5	Female Urogenital Diseases and Pregnancy Complications	Positive
1425	C13	D019343	4	Female Urogenital Diseases and Pregnancy Complications	Positive
1433	C13	D004610	4	Female Urogenital Diseases and Pregnancy Complications	Positive
1438	C13	C007768	4	Female Urogenital Diseases and Pregnancy Complications	Positive
1449	C13	D008715	4	Female Urogenital Diseases and Pregnancy Complications	Positive
1437	C13	D005054	3	Female Urogenital Diseases and Pregnancy Complications	Positive
1446	C13	D047311	3	Female Urogenital Diseases and Pregnancy Complications	Positive
1451	C13	D009020	3	Female Urogenital Diseases and Pregnancy Complications	Positive
1454	C13	C005273	3	Female Urogenital Diseases and Pregnancy Complications	Positive
1462	C13	C059006	3	Female Urogenital Diseases and Pregnancy Complications	Positive
1463	C13	D013936	3	Female Urogenital Diseases and Pregnancy Complications	Positive
1416	C13	C009135	2	Female Urogenital Diseases and Pregnancy Complications	Positive
1417	C13	C056165	2	Female Urogenital Diseases and Pregnancy Complications	Positive
1420	C13	D001599	2	Female Urogenital Diseases and Pregnancy Complications	Positive
1421	C13	C445979	2	Female Urogenital Diseases and Pregnancy Complications	Positive
1429	C13	C004742	2	Female Urogenital Diseases and Pregnancy Complications	Positive
1432	C13	D004298	2	Female Urogenital Diseases and Pregnancy Complications	Positive
1434	C13	C045651	2	Female Urogenital Diseases and Pregnancy Complications	Positive
1441	C13	C045856	2	Female Urogenital Diseases and Pregnancy Complications	Positive
1442	C13	D019695	2	Female Urogenital Diseases and Pregnancy Complications	Positive
1444	C13	C541528	2	Female Urogenital Diseases and Pregnancy Complications	Positive
1447	C13	D008353	2	Female Urogenital Diseases and Pregnancy Complications	Positive
1465	C13	D014498	2	Female Urogenital Diseases and Pregnancy Complications	Positive
1418	C13	D000241	1	Female Urogenital Diseases and Pregnancy Complications	Positive
1419	C13	C038491	1	Female Urogenital Diseases and Pregnancy Complications	Positive
1422	C13	D002392	1	Female Urogenital Diseases and Pregnancy Complications	Positive
1423	C13	C029010	1	Female Urogenital Diseases and Pregnancy Complications	Positive
1424	C13	C012843	1	Female Urogenital Diseases and Pregnancy Complications	Positive
1426	C13	C030123	1	Female Urogenital Diseases and Pregnancy Complications	Positive
1427	C13	C029036	1	Female Urogenital Diseases and Pregnancy Complications	Positive
1430	C13	C028009	1	Female Urogenital Diseases and Pregnancy Complications	Positive
1431	C13	C042577	1	Female Urogenital Diseases and Pregnancy Complications	Positive
1435	C13	C007628	1	Female Urogenital Diseases and Pregnancy Complications	Positive
1436	C13	D000431	1	Female Urogenital Diseases and Pregnancy Complications	Positive
1439	C13	D005707	1	Female Urogenital Diseases and Pregnancy Complications	Positive
1443	C13	D006569	1	Female Urogenital Diseases and Pregnancy Complications	Positive
1445	C13	D014975	1	Female Urogenital Diseases and Pregnancy Complications	Positive
1448	C13	C008324	1	Female Urogenital Diseases and Pregnancy Complications	Positive
1450	C13	D008730	1	Female Urogenital Diseases and Pregnancy Complications	Positive
1452	C13	C040015	1	Female Urogenital Diseases and Pregnancy Complications	Positive
1453	C13	C005246	1	Female Urogenital Diseases and Pregnancy Complications	Positive
1456	C13	D009828	1	Female Urogenital Diseases and Pregnancy Complications	Positive
1457	C13	C021730	1	Female Urogenital Diseases and Pregnancy Complications	Positive
1458	C13	D011736	1	Female Urogenital Diseases and Pregnancy Complications	Positive
1460	C13	D012431	1	Female Urogenital Diseases and Pregnancy Complications	Positive
1461	C13	C065299	1	Female Urogenital Diseases and Pregnancy Complications	Positive
1478	C13.351	D003474	12	Female Urogenital Diseases	Positive
1507	C13.351	D011794	10	Female Urogenital Diseases	Positive
1489	C13.351	D019833	7	Female Urogenital Diseases	Positive
1504	C13.351	C005274	5	Female Urogenital Diseases	Positive
1512	C13.351	C003466	5	Female Urogenital Diseases	Positive
1482	C13.351	D004610	4	Female Urogenital Diseases	Positive
1487	C13.351	C007768	4	Female Urogenital Diseases	Positive
1486	C13.351	D005054	3	Female Urogenital Diseases	Positive
1495	C13.351	D047311	3	Female Urogenital Diseases	Positive
1498	C13.351	D008715	3	Female Urogenital Diseases	Positive
1500	C13.351	D009020	3	Female Urogenital Diseases	Positive
1503	C13.351	C005273	3	Female Urogenital Diseases	Positive
1510	C13.351	C059006	3	Female Urogenital Diseases	Positive
1466	C13.351	C009135	2	Female Urogenital Diseases	Positive
1467	C13.351	C056165	2	Female Urogenital Diseases	Positive
1470	C13.351	D001599	2	Female Urogenital Diseases	Positive
1471	C13.351	C445979	2	Female Urogenital Diseases	Positive
1475	C13.351	D019343	2	Female Urogenital Diseases	Positive
1479	C13.351	C004742	2	Female Urogenital Diseases	Positive
1481	C13.351	D004298	2	Female Urogenital Diseases	Positive
1483	C13.351	C045651	2	Female Urogenital Diseases	Positive
1490	C13.351	C045856	2	Female Urogenital Diseases	Positive
1491	C13.351	D019695	2	Female Urogenital Diseases	Positive
1493	C13.351	C541528	2	Female Urogenital Diseases	Positive
1496	C13.351	D008353	2	Female Urogenital Diseases	Positive
1511	C13.351	D013936	2	Female Urogenital Diseases	Positive
1513	C13.351	D014498	2	Female Urogenital Diseases	Positive
1468	C13.351	D000241	1	Female Urogenital Diseases	Positive
1469	C13.351	C038491	1	Female Urogenital Diseases	Positive
1472	C13.351	D002392	1	Female Urogenital Diseases	Positive
1473	C13.351	C029010	1	Female Urogenital Diseases	Positive
1474	C13.351	C012843	1	Female Urogenital Diseases	Positive
1476	C13.351	C030123	1	Female Urogenital Diseases	Positive
1477	C13.351	C029036	1	Female Urogenital Diseases	Positive
1480	C13.351	C028009	1	Female Urogenital Diseases	Positive
1484	C13.351	C007628	1	Female Urogenital Diseases	Positive
1485	C13.351	D000431	1	Female Urogenital Diseases	Positive
1488	C13.351	D005707	1	Female Urogenital Diseases	Positive
1492	C13.351	D006569	1	Female Urogenital Diseases	Positive
1494	C13.351	D014975	1	Female Urogenital Diseases	Positive
1497	C13.351	C008324	1	Female Urogenital Diseases	Positive
1499	C13.351	D008730	1	Female Urogenital Diseases	Positive
1501	C13.351	C040015	1	Female Urogenital Diseases	Positive
1502	C13.351	C005246	1	Female Urogenital Diseases	Positive
1505	C13.351	D009828	1	Female Urogenital Diseases	Positive
1506	C13.351	C021730	1	Female Urogenital Diseases	Positive
1508	C13.351	D012431	1	Female Urogenital Diseases	Positive
1509	C13.351	C065299	1	Female Urogenital Diseases	Positive
6651	C13.351.500	D019833	4	Genital Diseases, Female	Positive
6646	C13.351.500	D019343	2	Genital Diseases, Female	Positive
6649	C13.351.500	D005054	2	Genital Diseases, Female	Positive
6650	C13.351.500	C007768	2	Genital Diseases, Female	Positive
6654	C13.351.500	C005274	2	Genital Diseases, Female	Positive
6647	C13.351.500	D003474	1	Genital Diseases, Female	Positive
6648	C13.351.500	C004742	1	Genital Diseases, Female	Positive
6652	C13.351.500	D014975	1	Genital Diseases, Female	Positive
6653	C13.351.500	D047311	1	Genital Diseases, Female	Positive
6655	C13.351.500	D011794	1	Genital Diseases, Female	Positive
6665	C13.351.500.056	D019343	1	Adnexal Diseases	Positive
6666	C13.351.500.056	D003474	1	Adnexal Diseases	Positive
6667	C13.351.500.056	D019833	1	Adnexal Diseases	Positive
6668	C13.351.500.056	D014975	1	Adnexal Diseases	Positive
6669	C13.351.500.056	D047311	1	Adnexal Diseases	Positive
6670	C13.351.500.056	D011794	1	Adnexal Diseases	Positive
6940	C13.351.500.056.630	D003474	1	Ovarian Diseases	Positive
6941	C13.351.500.056.630	D019833	1	Ovarian Diseases	Positive
6942	C13.351.500.056.630	D014975	1	Ovarian Diseases	Positive
6943	C13.351.500.056.630	D047311	1	Ovarian Diseases	Positive
6944	C13.351.500.056.630	D011794	1	Ovarian Diseases	Positive
7808	C13.351.500.056.630.580	D014975	1	Ovarian Cysts	Positive
7809	C13.351.500.056.630.580.765	D014975	1	Polycystic Ovary Syndrome	Positive
6945	C13.351.500.056.630.705	D003474	1	Ovarian Neoplasms	Positive
6946	C13.351.500.056.630.705	D019833	1	Ovarian Neoplasms	Positive
6947	C13.351.500.056.630.705	D047311	1	Ovarian Neoplasms	Positive
6948	C13.351.500.056.630.705	D011794	1	Ovarian Neoplasms	Positive
6671	C13.351.500.056.750	D019343	1	Pelvic Inflammatory Disease	Positive
6672	C13.351.500.056.750.249	D019343	1	Endometritis	Positive
6660	C13.351.500.852	D019833	3	Uterine Diseases	Positive
6658	C13.351.500.852	D005054	2	Uterine Diseases	Positive
6659	C13.351.500.852	C007768	2	Uterine Diseases	Positive
6661	C13.351.500.852	C005274	2	Uterine Diseases	Positive
6656	C13.351.500.852	D019343	1	Uterine Diseases	Positive
6657	C13.351.500.852	C004742	1	Uterine Diseases	Positive
7631	C13.351.500.852.228	D019833	1	Endometrial Hyperplasia	Positive
6662	C13.351.500.852.299	D019343	1	Endometritis	Positive
7580	C13.351.500.852.593	D005054	1	Uterine Cervical Diseases	Positive
7581	C13.351.500.852.593	C007768	1	Uterine Cervical Diseases	Positive
7582	C13.351.500.852.593	C005274	1	Uterine Cervical Diseases	Positive
7583	C13.351.500.852.593.131	D005054	1	Uterine Cervical Neoplasms	Positive
7584	C13.351.500.852.593.131	C007768	1	Uterine Cervical Neoplasms	Positive
7585	C13.351.500.852.593.131	C005274	1	Uterine Cervical Neoplasms	Positive
7224	C13.351.500.852.762	D019833	2	Uterine Neoplasms	Positive
7221	C13.351.500.852.762	C004742	1	Uterine Neoplasms	Positive
7222	C13.351.500.852.762	D005054	1	Uterine Neoplasms	Positive
7223	C13.351.500.852.762	C007768	1	Uterine Neoplasms	Positive
7225	C13.351.500.852.762	C005274	1	Uterine Neoplasms	Positive
7226	C13.351.500.852.762.200	C004742	1	Endometrial Neoplasms	Positive
7227	C13.351.500.852.762.200	D019833	1	Endometrial Neoplasms	Positive
7575	C13.351.500.852.762.850	D005054	1	Uterine Cervical Neoplasms	Positive
7576	C13.351.500.852.762.850	C007768	1	Uterine Cervical Neoplasms	Positive
7577	C13.351.500.852.762.850	C005274	1	Uterine Cervical Neoplasms	Positive
6334	C13.351.937	D003474	3	Urogenital Neoplasms	Positive
6339	C13.351.937	D019833	3	Urogenital Neoplasms	Positive
6343	C13.351.937	D011794	2	Urogenital Neoplasms	Positive
6333	C13.351.937	C445979	1	Urogenital Neoplasms	Positive
6335	C13.351.937	C004742	1	Urogenital Neoplasms	Positive
6336	C13.351.937	D004610	1	Urogenital Neoplasms	Positive
6337	C13.351.937	D005054	1	Urogenital Neoplasms	Positive
6338	C13.351.937	C007768	1	Urogenital Neoplasms	Positive
6340	C13.351.937	C541528	1	Urogenital Neoplasms	Positive
6341	C13.351.937	D047311	1	Urogenital Neoplasms	Positive
6342	C13.351.937	C005274	1	Urogenital Neoplasms	Positive
6344	C13.351.937	C059006	1	Urogenital Neoplasms	Positive
6345	C13.351.937	D014498	1	Urogenital Neoplasms	Positive
6989	C13.351.937.418	D019833	3	Genital Neoplasms, Female	Positive
6985	C13.351.937.418	D003474	1	Genital Neoplasms, Female	Positive
6986	C13.351.937.418	C004742	1	Genital Neoplasms, Female	Positive
6987	C13.351.937.418	D005054	1	Genital Neoplasms, Female	Positive
6988	C13.351.937.418	C007768	1	Genital Neoplasms, Female	Positive
6990	C13.351.937.418	D047311	1	Genital Neoplasms, Female	Positive
6991	C13.351.937.418	C005274	1	Genital Neoplasms, Female	Positive
6992	C13.351.937.418	D011794	1	Genital Neoplasms, Female	Positive
6993	C13.351.937.418.685	D003474	1	Ovarian Neoplasms	Positive
6994	C13.351.937.418.685	D019833	1	Ovarian Neoplasms	Positive
6995	C13.351.937.418.685	D047311	1	Ovarian Neoplasms	Positive
6996	C13.351.937.418.685	D011794	1	Ovarian Neoplasms	Positive
7244	C13.351.937.418.875	D019833	2	Uterine Neoplasms	Positive
7241	C13.351.937.418.875	C004742	1	Uterine Neoplasms	Positive
7242	C13.351.937.418.875	D005054	1	Uterine Neoplasms	Positive
7243	C13.351.937.418.875	C007768	1	Uterine Neoplasms	Positive
7245	C13.351.937.418.875	C005274	1	Uterine Neoplasms	Positive
7246	C13.351.937.418.875.200	C004742	1	Endometrial Neoplasms	Positive
7247	C13.351.937.418.875.200	D019833	1	Endometrial Neoplasms	Positive
7592	C13.351.937.418.875.850	D005054	1	Uterine Cervical Neoplasms	Positive
7593	C13.351.937.418.875.850	C007768	1	Uterine Cervical Neoplasms	Positive
7594	C13.351.937.418.875.850	C005274	1	Uterine Cervical Neoplasms	Positive
6346	C13.351.937.820	C445979	1	Urologic Neoplasms	Positive
6347	C13.351.937.820	D003474	1	Urologic Neoplasms	Positive
6348	C13.351.937.820	D004610	1	Urologic Neoplasms	Positive
6349	C13.351.937.820	C541528	1	Urologic Neoplasms	Positive
6350	C13.351.937.820	D011794	1	Urologic Neoplasms	Positive
6351	C13.351.937.820	C059006	1	Urologic Neoplasms	Positive
6352	C13.351.937.820	D014498	1	Urologic Neoplasms	Positive
6353	C13.351.937.820.535	C445979	1	Kidney Neoplasms	Positive
6354	C13.351.937.820.535	C059006	1	Kidney Neoplasms	Positive
6783	C13.351.937.820.945	D003474	1	Urinary Bladder Neoplasms	Positive
6784	C13.351.937.820.945	D004610	1	Urinary Bladder Neoplasms	Positive
6785	C13.351.937.820.945	C541528	1	Urinary Bladder Neoplasms	Positive
6786	C13.351.937.820.945	D011794	1	Urinary Bladder Neoplasms	Positive
6787	C13.351.937.820.945	D014498	1	Urinary Bladder Neoplasms	Positive
1525	C13.351.968	D003474	8	Urologic Diseases	Positive
1550	C13.351.968	D011794	7	Urologic Diseases	Positive
1555	C13.351.968	C003466	5	Urologic Diseases	Positive
1528	C13.351.968	D004610	3	Urologic Diseases	Positive
1541	C13.351.968	D008715	3	Urologic Diseases	Positive
1543	C13.351.968	D009020	3	Urologic Diseases	Positive
1546	C13.351.968	C005273	3	Urologic Diseases	Positive
1514	C13.351.968	C009135	2	Urologic Diseases	Positive
1515	C13.351.968	C056165	2	Urologic Diseases	Positive
1518	C13.351.968	D001599	2	Urologic Diseases	Positive
1527	C13.351.968	D004298	2	Urologic Diseases	Positive
1529	C13.351.968	C045651	2	Urologic Diseases	Positive
1534	C13.351.968	C045856	2	Urologic Diseases	Positive
1535	C13.351.968	D019695	2	Urologic Diseases	Positive
1539	C13.351.968	D008353	2	Urologic Diseases	Positive
1547	C13.351.968	C005274	2	Urologic Diseases	Positive
1553	C13.351.968	C059006	2	Urologic Diseases	Positive
1554	C13.351.968	D013936	2	Urologic Diseases	Positive
1516	C13.351.968	D000241	1	Urologic Diseases	Positive
1517	C13.351.968	C038491	1	Urologic Diseases	Positive
1519	C13.351.968	C445979	1	Urologic Diseases	Positive
1520	C13.351.968	D002392	1	Urologic Diseases	Positive
1521	C13.351.968	C029010	1	Urologic Diseases	Positive
1522	C13.351.968	C012843	1	Urologic Diseases	Positive
1523	C13.351.968	C030123	1	Urologic Diseases	Positive
1524	C13.351.968	C029036	1	Urologic Diseases	Positive
1526	C13.351.968	C028009	1	Urologic Diseases	Positive
1530	C13.351.968	C007628	1	Urologic Diseases	Positive
1531	C13.351.968	D000431	1	Urologic Diseases	Positive
1532	C13.351.968	C007768	1	Urologic Diseases	Positive
1533	C13.351.968	D005707	1	Urologic Diseases	Positive
1536	C13.351.968	D006569	1	Urologic Diseases	Positive
1537	C13.351.968	C541528	1	Urologic Diseases	Positive
1538	C13.351.968	D047311	1	Urologic Diseases	Positive
1540	C13.351.968	C008324	1	Urologic Diseases	Positive
1542	C13.351.968	D008730	1	Urologic Diseases	Positive
1544	C13.351.968	C040015	1	Urologic Diseases	Positive
1545	C13.351.968	C005246	1	Urologic Diseases	Positive
1548	C13.351.968	D009828	1	Urologic Diseases	Positive
1549	C13.351.968	C021730	1	Urologic Diseases	Positive
1551	C13.351.968	D012431	1	Urologic Diseases	Positive
1552	C13.351.968	C065299	1	Urologic Diseases	Positive
1556	C13.351.968	D014498	1	Urologic Diseases	Positive
1567	C13.351.968.419	D003474	4	Kidney Diseases	Positive
1585	C13.351.968.419	C005273	3	Kidney Diseases	Positive
1589	C13.351.968.419	D011794	3	Kidney Diseases	Positive
1593	C13.351.968.419	C003466	3	Kidney Diseases	Positive
1557	C13.351.968.419	C009135	2	Kidney Diseases	Positive
1571	C13.351.968.419	C045651	2	Kidney Diseases	Positive
1575	C13.351.968.419	D019695	2	Kidney Diseases	Positive
1578	C13.351.968.419	D008353	2	Kidney Diseases	Positive
1586	C13.351.968.419	C005274	2	Kidney Diseases	Positive
1591	C13.351.968.419	C059006	2	Kidney Diseases	Positive
1592	C13.351.968.419	D013936	2	Kidney Diseases	Positive
1558	C13.351.968.419	C056165	1	Kidney Diseases	Positive
1559	C13.351.968.419	D000241	1	Kidney Diseases	Positive
1560	C13.351.968.419	C038491	1	Kidney Diseases	Positive
1561	C13.351.968.419	D001599	1	Kidney Diseases	Positive
1562	C13.351.968.419	C445979	1	Kidney Diseases	Positive
1563	C13.351.968.419	C029010	1	Kidney Diseases	Positive
1564	C13.351.968.419	C012843	1	Kidney Diseases	Positive
1565	C13.351.968.419	C030123	1	Kidney Diseases	Positive
1566	C13.351.968.419	C029036	1	Kidney Diseases	Positive
1568	C13.351.968.419	C028009	1	Kidney Diseases	Positive
1569	C13.351.968.419	D004298	1	Kidney Diseases	Positive
1570	C13.351.968.419	D004610	1	Kidney Diseases	Positive
1572	C13.351.968.419	C007628	1	Kidney Diseases	Positive
1573	C13.351.968.419	C007768	1	Kidney Diseases	Positive
1574	C13.351.968.419	D005707	1	Kidney Diseases	Positive
1576	C13.351.968.419	D006569	1	Kidney Diseases	Positive
1577	C13.351.968.419	D047311	1	Kidney Diseases	Positive
1579	C13.351.968.419	C008324	1	Kidney Diseases	Positive
1580	C13.351.968.419	D008715	1	Kidney Diseases	Positive
1581	C13.351.968.419	D008730	1	Kidney Diseases	Positive
1582	C13.351.968.419	D009020	1	Kidney Diseases	Positive
1583	C13.351.968.419	C040015	1	Kidney Diseases	Positive
1584	C13.351.968.419	C005246	1	Kidney Diseases	Positive
1587	C13.351.968.419	D009828	1	Kidney Diseases	Positive
1588	C13.351.968.419	C021730	1	Kidney Diseases	Positive
1590	C13.351.968.419	D012431	1	Kidney Diseases	Positive
8002	C13.351.968.419.135	D009020	1	Diabetes Insipidus	Positive
3498	C13.351.968.419.192	C056165	1	Diabetic Nephropathies	Positive
3499	C13.351.968.419.192	D003474	1	Diabetic Nephropathies	Positive
3500	C13.351.968.419.192	C021730	1	Diabetic Nephropathies	Positive
3501	C13.351.968.419.192	C003466	1	Diabetic Nephropathies	Positive
4551	C13.351.968.419.331	D000241	1	Hypertension, Renal	Positive
8018	C13.351.968.419.393	C005273	1	Kidney Cortex Necrosis	Positive
6322	C13.351.968.419.473	C445979	1	Kidney Neoplasms	Positive
6323	C13.351.968.419.473	C059006	1	Kidney Neoplasms	Positive
7833	C13.351.968.419.570	C008324	1	Nephritis	Positive
7834	C13.351.968.419.570	C040015	1	Nephritis	Positive
7835	C13.351.968.419.570.363	C008324	1	Glomerulonephritis	Positive
7844	C13.351.968.419.600	D008715	1	Nephrolithiasis	Positive
7845	C13.351.968.419.600.500	D008715	1	Kidney Calculi	Positive
4883	C13.351.968.419.630	C038491	1	Nephrosis	Positive
4884	C13.351.968.419.630.643	C038491	1	Nephrotic Syndrome	Positive
1763	C13.351.968.419.780	D003474	2	Renal Insufficiency	Positive
1773	C13.351.968.419.780	D011794	2	Renal Insufficiency	Positive
1774	C13.351.968.419.780	D013936	2	Renal Insufficiency	Positive
1762	C13.351.968.419.780	C009135	1	Renal Insufficiency	Positive
1764	C13.351.968.419.780	D004298	1	Renal Insufficiency	Positive
1765	C13.351.968.419.780	C045651	1	Renal Insufficiency	Positive
1766	C13.351.968.419.780	C007768	1	Renal Insufficiency	Positive
1767	C13.351.968.419.780	D005707	1	Renal Insufficiency	Positive
1768	C13.351.968.419.780	D019695	1	Renal Insufficiency	Positive
1769	C13.351.968.419.780	D006569	1	Renal Insufficiency	Positive
1770	C13.351.968.419.780	D008353	1	Renal Insufficiency	Positive
1771	C13.351.968.419.780	C005273	1	Renal Insufficiency	Positive
1772	C13.351.968.419.780	C005274	1	Renal Insufficiency	Positive
1786	C13.351.968.419.780.050	D011794	2	Acute Kidney Injury	Positive
1775	C13.351.968.419.780.050	C009135	1	Acute Kidney Injury	Positive
1776	C13.351.968.419.780.050	D003474	1	Acute Kidney Injury	Positive
1777	C13.351.968.419.780.050	D004298	1	Acute Kidney Injury	Positive
1778	C13.351.968.419.780.050	C045651	1	Acute Kidney Injury	Positive
1779	C13.351.968.419.780.050	C007768	1	Acute Kidney Injury	Positive
1780	C13.351.968.419.780.050	D005707	1	Acute Kidney Injury	Positive
1781	C13.351.968.419.780.050	D019695	1	Acute Kidney Injury	Positive
1782	C13.351.968.419.780.050	D006569	1	Acute Kidney Injury	Positive
1783	C13.351.968.419.780.050	D008353	1	Acute Kidney Injury	Positive
1784	C13.351.968.419.780.050	C005273	1	Acute Kidney Injury	Positive
1785	C13.351.968.419.780.050	C005274	1	Acute Kidney Injury	Positive
1787	C13.351.968.419.780.050	D013936	1	Acute Kidney Injury	Positive
8016	C13.351.968.419.780.050.500	C005273	1	Kidney Tubular Necrosis, Acute	Positive
8017	C13.351.968.419.780.050.500	D011794	1	Kidney Tubular Necrosis, Acute	Positive
